1206,"134 Abbott St",-123.1075964,49.2805945
1207,"216 Abbott St",-123.1075964,49.2805945
1208,"455 Abbott St",-123.1077319,49.281223
1209,"516 Abbott St",-123.1075964,49.2805945
1210,"568 Abbott St",-123.1075964,49.2805945
1211,"603 Abbott St",-123.1075964,49.2805945
1212,"623 Abbott St",-123.1075964,49.2805945
1213,"628 Abbott St",-123.1075964,49.2805945
1214,"660 Abbott St",-123.107552,49.278937
1215,"683 Abbott St",-123.107736,49.278859
1216,"1488 Adanac",-123.02456265,49.27550685
1217,"1600 Alberni St",-123.1274501,49.2877064
1218,"2104 Alberta St",-123.1108685,49.2652474
1219,"55 Alexander St",-123.1004769,49.2840788
1220,"90 Alexander St",-123.1004769,49.2840788
1221,"148 Alexander St",-123.1004769,49.2840788
1222,"305 Alexander St",-123.1004769,49.2840788
1223,"320 Alexander St",-123.1004769,49.2840788
1224,"475 Alexander St",-123.1004769,49.2840788
1225,"200 Alexander St ",-123.1004769,49.2840788
1226,"2083 Alma St",-123.1858846,49.2652713
1227,"2607 Alma St",-123.1858846,49.2652713
1228,"2621 Alma St",-123.186035,49.263236
1229,"2780 Alma St",-123.1858846,49.2652713
1230,"1400 Balsam St",-123.1598746,49.2678294
1231,"5704 Balsam St",-123.1598746,49.2678294
1232,"5723 Balsam St",-123.1598746,49.2678294
1233,"1447 Barclay St",-123.1332262,49.2872314
1234,"2475 Bayswater St",-123.1710091,49.2702033
1235,"2486 Bayswater St",-123.1710091,49.2702033
1236,"510 Beatty St",-123.1102133,49.2801278
1237,"546 Beatty St",-123.1102133,49.2801278
1238,"568 Beatty St",-123.1102133,49.2801278
1239,"590 Beatty St",-123.1102133,49.2801278
1240,"780 Beatty St",-123.1102133,49.2801278
1241,"837 Beatty St",-123.1102133,49.2801278
1242,"858 Beatty St",-123.1149526,49.2766655
1243,"873 Beatty St",-123.1102133,49.2801278
1244,"900 Beatty St",-123.1102133,49.2801278
1245,"777 Bidwell St",-123.1333173,49.2908174
1246,"2400 Birch St",-123.1362758,49.2135182
1247,"2400 Blenheim St",-123.1785985,49.2480472
1248,"2500 Blenheim St",-123.1785985,49.2480472
1249,"3190 Blenheim St",-123.1785985,49.2480472
1250,"5675 Boundary Rd",-123.0238617,49.2116105
1251,"1300 Broughton St",-123.1389573,49.2819438
1252,"200 Burrard St",-123.1155892,49.2876537
1253,"355 Burrard St",-123.1296947,49.278734
1254,"401 Burrard St",-123.1296947,49.278734
1255,"550 Burrard St",-123.1296947,49.278734
1256,"635 Burrard St",-123.1296947,49.278734
1257,"888 Burrard St",-123.1296947,49.278734
1258,"1081 Burrard St",-123.128910213,49.28061615
1259,"1980 Burrard St",-123.1296947,49.278734
1260,"2110 Burrard St",-123.1296947,49.278734
1261,"2385 Burrard St",-123.1296947,49.278734
1262,"2421 Burrard St",-123.1296947,49.278734
1263,"2445 Burrard St",-123.1296947,49.278734
1264,"800 Bute St",-123.1247383,49.2875174
1265,"808 Bute St",-123.1247383,49.2875174
1266,"814 Bute St",-123.1247383,49.2875174
1267,"936 Bute St",-123.1247383,49.2875174
1268,"1100 Bute St",-123.1247383,49.2875174
1269,"220 Cambie St",-123.1147531,49.264916
1270,"300 Cambie St",-123.1147531,49.264916
1271,"440 Cambie St",-123.1147531,49.264916
1272,"845 Cambie St",-123.1147531,49.264916
1273,"888 Cambie St",-123.1147531,49.264916
1274,"891 Cambie St",-123.1147531,49.264916
1275,"2150 Cambie St",-123.1147531,49.264916
1276,"2335 Cambie St",-123.1147531,49.264916
1277,"2893 Cambie St",-123.1147531,49.264916
1278,"3305 Cambie St",-123.1147531,49.264916
1279,"3365 Cambie St",-123.1147531,49.264916
1280,"3440 Cambie St",-123.1147531,49.264916
1281,"4038 Cambie St",-123.1147531,49.264916
1282,"4099 Cambie St",-123.1147531,49.264916
1283,"6488 Cambie St",-123.1147531,49.264916
1284,"8430 Cambie St",-123.1147531,49.264916
1285,"8500 Cambie St",-123.1147531,49.264916
1286,"1078 Cardero St",-123.1381369,49.2855714
1287,"298 Carrall St",-123.1044101,49.2793423
1288,"511 Carrall St",-123.1044101,49.2793423
1289,"5487 Cecil St",-123.0350285,49.2365219
1290,"1716 Charles St",-123.0676245,49.2730262
1291,"505 Clark Dr",-123.0774307,49.2653664
1292,"912 Clark Dr",-123.0774307,49.2653664
1293,"912 Clark Dr",-123.0774307,49.2653664
1294,"203 Columbia St",-122.673738,45.6235102831
1295,"211 Columbia St",-123.102517606,49.2829689
1296,"302 Columbia St",-122.673969414,45.6237754164
1297,"303 Columbia St",-123.1024932,49.2821713
1298,"351 Columbia St",-122.673734028,45.6239012111
1299,"2021 Columbia St",-122.673538506,45.6367221011
1300,"1380 Commercial Dr",-123.0697807,49.262815
1301,"1010 Commercial Drive",-123.0692994,49.2755281
1302,"1016 Commercial Drive",-123.0692595,49.2754223
1303,"1025 Commercial Drive",-123.0697807,49.262815
1304,"1034 Commercial Drive",-123.0692863,49.2751966
1305,"1035 Commercial Drive",-123.0697807,49.262815
1306,"1045 Commercial Drive",-123.0697259,49.2749734
1307,"1103 Commercial Drive",-123.0697807,49.262815
1308,"1111 Commercial Drive",-123.0697807,49.262815
1309,"1132 Commercial Drive",-123.0697807,49.262815
1310,"1135 Commercial Drive",-123.0697807,49.262815
1311,"1204 Commercial Drive",-123.0693521,49.273825
1312,"1365 Commercial Drive",-123.0697807,49.262815
1313,"1380 Commercial Drive",-123.0697807,49.262815
1314,"1404 Commercial Drive",-123.0697807,49.262815
1315,"1505 Commercial Drive",-123.0697807,49.262815
1316,"1520 Commercial Drive",-123.069308,49.2709641
1317,"1604 Commercial Drive",-123.0697807,49.262815
1318,"1620 Commercial Drive",-123.0697807,49.262815
1319,"1675 Commercial Drive",-123.0697807,49.262815
1320,"1714 Commercial Drive",-123.0697807,49.262815
1321,"1726 Commercial Drive",-123.0697807,49.262815
1322,"1858 Commercial Drive",-123.0697807,49.262815
1323,"2010 Commercial Drive",-123.0697807,49.262815
1324,"2096 Commercial Drive",-123.0697807,49.262815
1325,"2210 Commercial Drive",-123.0697807,49.262815
1326,"2279 Commercial Drive",-123.0697807,49.262815
1327,"2290 Commercial Drive",-123.0697807,49.262815
1328,"2575 Commercial Drive",-123.0697807,49.262815
1329,"2598 Commercial Drive",-123.0697807,49.262815
1330,"1592 Comox St",-123.1328018,49.2842117
1331,"1700 Comox St",-123.1328018,49.2842117
1332,"1733 Comox St",-123.1328018,49.2842117
1333,"100 Cordova St",0,0
1334,"100 Cordova St",0,0
1335,"119 Cordova St",0,0
1336,"1935 Cornwall Av",-123.146408,49.2724666
1337,"1937 Cornwall Av",-123.146408,49.2724666
1338,"1941 Cornwall Av",-123.146408,49.2724666
1339,"1945 Cornwall Av",-123.146408,49.2724666
1340,"2200 Cornwall Av",-123.146408,49.2724666
1341,"3425 Crowley",-123.0297626,49.2362268
1342,"110 Davie St",-123.12473,49.2762008
1343,"216 Davie St",-123.1221035,49.2743145
1344,"297 Davie St",-123.12187105,49.2745621
1345,"671 Davie St",-123.12473,49.2762008
1346,"746 Davie St",-123.12473,49.2762008
1347,"1105 Davie St",-123.12473,49.2762008
1348,"1202 Davie St",-123.12473,49.2762008
